association,word,model,delta_all_names,delta_survey_poles,delta_bootstrapped,sd_bootstrapped
feminine,hetomonotijk,2,-0.030363977,-0.025758475,-0.030281812,0.11201070370999945
feminine,hetomonotijk,2-3,-0.044781476,-0.03265083,-0.031851515,0.07703347332030432
feminine,hetomonotijk,2-5,-0.027087599,-0.0043782294,-0.0049479776,0.06716783410402975
feminine,mvama,0,0.0,0.0,0.0,0.0
feminine,mvama,2,0.049815744,0.048010796,0.026631579,0.06272576207647881
feminine,mvama,2-3,0.06608546,0.028249085,0.034450497,0.07196292759685625
feminine,mvama,2-5,0.051136613,0.03469464,0.028713979,0.042420244552215464
feminine,manraco,0,0.0,0.0,0.0,0.0
feminine,manraco,2,-0.020772845,0.015088052,-0.021081712,0.052804522747742805
feminine,manraco,2-3,-0.057868898,-0.02900213,-0.03230642,0.03925040469333038
feminine,manraco,2-5,-0.0123535395,-0.01862219,-0.02160871,0.05145854395649221
feminine,heealk,0,0.0,0.0,0.0,0.0
feminine,heealk,2,-0.014189571,0.007784128,-0.0007572504,0.059949987961853995
feminine,heealk,2-3,-0.023396954,0.023381129,-0.013169533,0.08862429215998642
feminine,heealk,2-5,-0.0308889,0.029011667,0.001372695,0.07949930435677038
feminine,taxonmusie,0,0.0,0.0,0.0,0.0
feminine,taxonmusie,2,-0.02017799,-0.011999756,-0.04222075,0.05681090409908888
feminine,taxonmusie,2-3,-0.044586018,-0.011317104,-0.044537324,0.0465097977936855
feminine,taxonmusie,2-5,-0.03934844,0.0016411245,-0.027000738,0.061549499078086586
feminine,burami,0,0.0,0.0,0.0,0.0
feminine,burami,2,-0.025152802,-0.039309442,-0.018306032,0.03954620982465649
feminine,burami,2-3,-0.017566621,-0.03223425,-0.0038930068,0.04973855021703688
feminine,burami,2-5,-0.003068775,-0.03852111,-0.029503072,0.045157717896233664
feminine,ausoca,0,0.0,0.0,0.0,0.0
feminine,ausoca,2,0.0039585233,0.046298683,0.024581855,0.06358204660112553
feminine,ausoca,2-3,0.020888075,0.056131214,0.0072504305,0.060056971318730355
feminine,ausoca,2-5,0.0071950257,0.040817708,0.009787769,0.03267515678971943
feminine,abable,0,0.0,0.0,0.0,0.0
feminine,abable,2,-0.042306125,0.012144655,-0.0115281185,0.05452454505240436
feminine,abable,2-3,-0.02775979,-0.0123132765,0.008899082,0.06413347641769337
feminine,abable,2-5,0.013595998,0.008705616,0.0024587882,0.04789507600191223
feminine,emada,0,0.0,0.0,0.0,0.0
feminine,emada,2,0.022415727,0.054601848,0.046806652,0.05007291539837438
feminine,emada,2-3,0.00369367,0.06723124,0.04457681,0.04142132706146633
feminine,emada,2-5,0.00991416,0.037194878,0.018566595,0.04800603466373641
feminine,deise,0,-0.0072470307,-0.0047872365,-0.011430061,0.06200575236656329
