association,word,model,delta_all_names,delta_survey_poles,delta_bootstrapped,sd_bootstrapped
feminine,cassidy,11,-0.0014291406,0.0058296323,0.0019955419,0.030665532991053963
feminine,charley,0,-0.053694308,0.014426827,-0.01904545,0.05801999593517964
feminine,charley,1,-0.077129096,-0.023904204,-0.016877113,0.04798213262218861
feminine,charley,2,-0.04523042,-0.004926622,-0.005727378,0.04358857716997714
feminine,charley,3,0.02600497,0.01247105,-0.006471931,0.04758287188068701
feminine,charley,4,0.020554662,-0.0049031973,-0.010015086,0.05659495971043461
feminine,charley,5,0.010965288,0.014190018,-0.00042598273,0.05437927794139348
feminine,charley,6,0.013179243,0.036915004,0.009587763,0.04060183423956785
feminine,charley,7,0.011498213,0.033462763,0.0084132515,0.02867442951529237
feminine,charley,8,0.0022443533,0.020818353,0.003021635,0.024552593592967728
feminine,charley,9,0.020163894,0.021943986,0.0045939465,0.02978226088693784
feminine,charley,10,-0.009335935,0.022691011,-0.0044421493,0.028994032113426934
feminine,charley,11,-0.018085778,0.012746632,-0.002717974,0.02004853697234178
feminine,chiron,0,0.013969958,-0.00692825,0.016606303,0.05926397383361232
feminine,chiron,1,-0.011105955,-0.0043103695,0.0038762703,0.044559551748734084
feminine,chiron,2,0.0010720491,0.019708186,0.019508291,0.04818593917893558
feminine,chiron,3,0.01129505,0.033130944,0.016287543,0.05086845008614281
feminine,chiron,4,-0.029966772,0.011995554,0.01808289,0.08639816069116668
feminine,chiron,5,-0.025621176,0.040584743,0.032644957,0.08952846873125958
feminine,chiron,6,-0.00057965517,0.03866887,0.030254308,0.05446149968598738
feminine,chiron,7,0.0056670904,0.03698182,0.028083932,0.04574960562139949
feminine,chiron,8,-0.010177851,0.027278602,0.014126925,0.04551326674000429
feminine,chiron,9,0.002945304,0.024113297,0.014069357,0.04988630936747147
feminine,chiron,10,-0.022969782,0.021545172,0.0010178797,0.05314555620693271
feminine,chiron,11,-0.023834288,0.013472617,0.00041124225,0.03337703243384369
feminine,clazina,0,0.06918539,0.030402303,0.03658037,0.0925359597738667
feminine,clazina,1,0.060339928,0.053253263,0.050067764,0.08985186104857135
feminine,clazina,2,0.07410166,0.05079928,0.048041765,0.08966826321489745
feminine,clazina,3,0.082276285,0.05136949,0.039091755,0.09892004039709928
feminine,clazina,4,0.09314427,0.07457322,0.053766605,0.08684600351312338
feminine,clazina,5,0.048548102,0.0705657,0.046894025,0.10051571607741255
feminine,clazina,6,0.026200533,0.05961573,0.037763502,0.08338713368320505
feminine,clazina,7,0.031764925,0.056938946,0.0358643,0.07610895847421162
feminine,clazina,8,0.023126721,0.03768146,0.021846147,0.07026684788994256
feminine,clazina,9,0.046046257,0.035547256,0.020860892,0.07307293727862683
feminine,clazina,10,0.015759349,0.0368042,0.0125273075,0.06800746596093053
